BiGG	COG_cat	GO	KEGG	best_OG	eggNOG_Desc	eggNOGs	em_evalue	em_score	kingdom	name	nog_dataset	orf	seed_ortho	tax_scope	contig	taxa	nog_phylum	plot_classification
4HGLSD,HPROx,P5CD,PHCD,PROD2,PUTA3	E	GO:0000166,GO:0000975,GO:0000976,GO:0000984,GO:0000986,GO:0000987,GO:0001017,GO:0001067,GO:0001071,GO:0001121,GO:0001130,GO:0001131,GO:0001141,GO:0001159,GO:0001217,GO:0003674,GO:0003676,GO:0003677,GO:0003700,GO:0003824,GO:0003842,GO:0004016,GO:0004657,GO:0005488,GO:0005575,GO:0005623,GO:0005886,GO:0006082,GO:0006139,GO:0006163,GO:0006164,GO:0006171,GO:0006351,GO:0006355,GO:0006520,GO:0006536,GO:0006560,GO:0006562,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009058,GO:0009059,GO:0009063,GO:0009064,GO:0009065,GO:0009117,GO:0009150,GO:0009152,GO:0009165,GO:0009187,GO:0009190,GO:0009259,GO:0009260,GO:0009889,GO:0009890,GO:0009892,GO:0009898,GO:0009975,GO:0009987,GO:0010133,GO:0010467,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0010629,GO:0016020,GO:0016054,GO:0016070,GO:0016491,GO:0016645,GO:0016646,GO:0016829,GO:0016840,GO:0016841,GO:0016849,GO:0018130,GO:0019219,GO:0019222,GO:0019239,GO:0019438,GO:0019637,GO:0019693,GO:0019752,GO:0030412,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0032774,GO:0034641,GO:0034645,GO:0034654,GO:0036094,GO:0043167,GO:0043168,GO:0043170,GO:0043436,GO:0043565,GO:0043648,GO:0044212,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044260,GO:0044271,GO:0044281,GO:0044282,GO:0044425,GO:0044459,GO:0044464,GO:0044710,GO:0044712,GO:0045892,GO:0045934,GO:0046058,GO:0046390,GO:0046395,GO:0046483,GO:0046700,GO:0048037,GO:0048519,GO:0048523,GO:0050660,GO:0050662,GO:0050789,GO:0050794,GO:0051171,GO:0051172,GO:0051252,GO:0051253,GO:0052652,GO:0055086,GO:0055114,GO:0060255,GO:0065007,GO:0071704,GO:0071944,GO:0072521,GO:0072522,GO:0080090,GO:0090304,GO:0090407,GO:0097159,GO:1901135,GO:1901137,GO:1901265,GO:1901293,GO:1901360,GO:1901361,GO:1901362,GO:1901363,GO:1901564,GO:1901565,GO:1901566,GO:1901575,GO:1901576,GO:1901605,GO:1901606,GO:2000112,GO:2000113,GO:2001141	K13821	0QJWW|0.0|1226.00463867	proline dehydrogenase, pyrroline-5-carboxylate dehydrogenase	05C26@bactNOG,0QJWW@gproNOG,16QU1@proNOG,COG0506@NOG,COG4230@NOG	6.199999999999997e-269	888.6	bact	PUTA	proNOG	SAMEA2623079_2977145_36	484022.Fphi_1907	bactNOG[38]	SAMEA2623079_2977145	Bacteria	Proteobacteria	diderm
FUM	C	GO:0003674,GO:0003824,GO:0004333,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006091,GO:0006099,GO:0008150,GO:0008152,GO:0009060,GO:0009987,GO:0015980,GO:0016829,GO:0016835,GO:0016836,GO:0044237,GO:0044238,GO:0044424,GO:0044464,GO:0044710,GO:0045333,GO:0055114	K01679	05C9Q|1.20215849355e-229|767.52722168	fumarate hydratase class II	01R7V@aproNOG,05C9Q@bactNOG,16PGI@proNOG,COG0114@NOG	3.799999999999997e-250	826.1	bact	FUMC	proNOG	SAMEA2623079_2847202_15	335992.SAR11_0012	bactNOG[38]	SAMEA2623079_2847202	Bacteria	Proteobacteria	diderm
	S			05CSB|3.0975928731e-74|252.244445801	rhodopsin	01VFD@aproNOG,05CSB@bactNOG,11G9N@NOG,1782J@proNOG	3.9999999999999995e-78	254.0	bact		proNOG	SAMEA2623079_1763600_7	1002672.SAR11G3_00893	bactNOG[38]	SAMEA2623079_1763600	Bacteria	Proteobacteria	diderm
ACS2	I	GO:0003674,GO:0003824,GO:0006082,GO:0006629,GO:0006631,GO:0008150,GO:0008152,GO:0009056,GO:0009062,GO:0009987,GO:0016042,GO:0016054,GO:0016874,GO:0016877,GO:0016878,GO:0019541,GO:0019543,GO:0019626,GO:0019752,GO:0032787,GO:0043436,GO:0044237,GO:0044238,GO:0044242,GO:0044248,GO:0044255,GO:0044281,GO:0044282,GO:0044710,GO:0044712,GO:0046395,GO:0046459,GO:0071704,GO:0072329,GO:1901575	K01895,K01908	02E9D|0.0|1085.89587402	AmP-dependent synthetase and ligase	02E9D@aproNOG,08IQF@bactNOG,172WM@proNOG,COG0365@NOG	0.0	1277.2	bact	PRPE	proNOG	SAMEA2623079_1007426_4	439493.PB7211_25	bactNOG[38]	SAMEA2623079_1007426	Bacteria	Proteobacteria	diderm
	S		K06876	05EXX|3.81187791215e-181|606.48651123	Deoxyribodipyrimidine photolyase-related protein	05EXX@bactNOG,0QJMJ@gproNOG,16Q1X@proNOG,COG3046@NOG	1.6999999999999995e-217	716.9	bact	BMUL_5845	proNOG	SAMEA2623059_634052_1	247633.GP2143_08834	bactNOG[38]	SAMEA2623059_634052	Bacteria	Proteobacteria	diderm
	V		K06147,K06148,K11085	0KRPM|1.48911990918e-196|655.677490234	ABC transporter	0KRPM@eurNOG,COG1132@NOG,arCOG02841@arNOG	4.7999999999999976e-303	998.0	arch			SAMEA2623059_369076_1	274854.MG2_0181	arNOG[11]	SAMEA2623059_369076	Archaea		Archaea
	J		K01434	05CUJ|4.17704203199e-221|739.720336914	penicillin amidase	05CUJ@bactNOG,COG2366@NOG	8.799999999999998e-130	428.9	bact	PAC	bactNOG	SAMEA2623059_306406_3	517418.Ctha_1461	bactNOG[38]	SAMEA2623059_306406	Bacteria	Bacteria	Unclassified_Bact
	B	GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044464	K03164	0K6VA|2.61930878405e-318|1053.03100586	Control of topological states of DNA by transient breakage and subsequent rejoining of DNA strands. Topoisomerase II makes double-strand breaks (By similarity)	00968@acoNOG,01IE0@apiNOG,0K6VA@euNOG,COG0187@NOG,COG0188@NOG,KOG0355@euNOG	3.8999999999999975e-253	832.0	euk			SAMEA2623059_2166426_7	353154.XP_952252.1	apiNOG[5]	SAMEA2623059_2166426	Apicomplexa		Eukaryotes
	J	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464	K01887	07SYD|3.87651122257e-163|547.221801758	Arginyl-tRNA synthetase	07SYD@bactNOG,COG0018@NOG	9.899999999999996e-224	733.0	bact	ARGS	bactNOG	SAMEA2623059_1154397_3	1034807.FBFL15_2334	bactNOG[38]	SAMEA2623059_1154397	Bacteria	Bacteria	Unclassified_Bact
	S			0IX40|1.38014070785e-56|195.512359619		0IX40@euNOG,0VIUR@meNOG,11JPK@NOG,13R0T@opiNOG	4.5999999999999995e-48	154.4	euk			SAMEA2623059_1072183_3	45351.NEMVEDRAFT_v1g88924-PA	meNOG[21]	SAMEA2623059_1072183	Animals		Eukaryotes
	L		K01972	0KVZ0|2.59715481469e-210|701.560302734	NAD-dependent DNA ligase	0KVZ0@eurNOG,COG0272@NOG,arCOG04754@arNOG	9.599999999999994e-299	982.1	arch	LIGA		SAMEA2622923_52265_15	274854.MG2_0268	arNOG[11]	SAMEA2622923_52265	Archaea		Archaea
	S			08KSK|0.0|1535.13464355		08KSK@bactNOG,09BIC@bctoNOG,0XSU4@NOG,1AI3D@sphNOG	2.7999999999999983e-270	890.0	bact		bctoNOG;sphNOG	SAMEA2622843_1052415_336	700598.Niako_2875	bactNOG[38]	SAMEA2622843_1052415	Bacteria		Unclassified_Bact
	B	GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044464	K03164	0K6VA|0.0|1131.32055664	Control of topological states of DNA by transient breakage and subsequent rejoining of DNA strands. Topoisomerase II makes double-strand breaks (By similarity)	00968@acoNOG,01IE0@apiNOG,0K6VA@euNOG,COG0187@NOG,COG0188@NOG,KOG0355@euNOG	4.899999999999998e-272	894.5	euk			SAMEA2622842_2143320_7	353154.XP_952252.1	apiNOG[5]	SAMEA2622842_2143320	Apicomplexa		Eukaryotes
	F	GO:0003674,GO:0003824,GO:0004799,GO:0006139,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0007275,GO:0007399,GO:0008150,GO:0008152,GO:0008168,GO:0009058,GO:0009117,GO:0009165,GO:0009262,GO:0009263,GO:0009987,GO:0016740,GO:0016741,GO:0018130,GO:0019438,GO:0019637,GO:0022008,GO:0030154,GO:0032259,GO:0032501,GO:0032502,GO:0034641,GO:0034654,GO:0042083,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044699,GO:0044707,GO:0044710,GO:0044763,GO:0046483,GO:0048731,GO:0048856,GO:0048869,GO:0055086,GO:0071704,GO:0090407,GO:1901135,GO:1901137,GO:1901293,GO:1901360,GO:1901362,GO:1901576	K00560	KOG0673|1.91035328489e-129|437.350830078	thymidylate synthase	033MD@artNOG,09VD7@biNOG,0SSI4@inNOG,0V6C6@meNOG,12NX6@opiNOG,COG0207@NOG,KOG0673@euNOG	1.0999999999999999e-91	301.6	euk			SAMEA2622842_1863578_7	7425.NV15552-PA	artNOG[6]	SAMEA2622842_1863578	Arthropoda		Eukaryotes
ACS2	I	GO:0003674,GO:0003824,GO:0006082,GO:0006629,GO:0006631,GO:0008150,GO:0008152,GO:0009056,GO:0009062,GO:0009987,GO:0016042,GO:0016054,GO:0016874,GO:0016877,GO:0016878,GO:0019541,GO:0019543,GO:0019626,GO:0019752,GO:0032787,GO:0043436,GO:0044237,GO:0044238,GO:0044242,GO:0044248,GO:0044255,GO:0044281,GO:0044282,GO:0044710,GO:0044712,GO:0046395,GO:0046459,GO:0071704,GO:0072329,GO:1901575	K01895,K01908	02E9D|1.02598028707e-178|598.580078125	AmP-dependent synthetase and ligase	02E9D@aproNOG,08IQF@bactNOG,172WM@proNOG,COG0365@NOG	3.499999999999998e-201	660.5	bact	PRPE	proNOG	SAMEA2622837_2773651_12	439493.PB7211_25	bactNOG[38]	SAMEA2622837_2773651	Bacteria	Proteobacteria	diderm
	J	GO:0003674,GO:0003824,GO:0004812,GO:0004829,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006082,GO:0006139,GO:0006399,GO:0006412,GO:0006418,GO:0006435,GO:0006520,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016070,GO:0016874,GO:0016875,GO:0016876,GO:0019538,GO:0019752,GO:0034641,GO:0034645,GO:0034660,GO:0043038,GO:0043039,GO:0043170,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044281,GO:0044424,GO:0044464,GO:0044710,GO:0046483,GO:0071704,GO:0090304,GO:1901360,GO:1901564,GO:1901576	K01868	05C22|8.52666264481e-292|973.364501953	threonyL-tRNA synthetase	01Q93@aproNOG,05C22@bactNOG,16PDV@proNOG,COG0441@NOG	9.899999999999994e-293	969.2	bact	THRS	proNOG	SAMEA2622837_2694052_6	1002672.SAR11G3_00607	bactNOG[38]	SAMEA2622837_2694052	Bacteria	Proteobacteria	diderm
ACS2	I	GO:0003674,GO:0003824,GO:0006082,GO:0006629,GO:0006631,GO:0008150,GO:0008152,GO:0009056,GO:0009062,GO:0009987,GO:0016042,GO:0016054,GO:0016874,GO:0016877,GO:0016878,GO:0019541,GO:0019543,GO:0019626,GO:0019752,GO:0032787,GO:0043436,GO:0044237,GO:0044238,GO:0044242,GO:0044248,GO:0044255,GO:0044281,GO:0044282,GO:0044710,GO:0044712,GO:0046395,GO:0046459,GO:0071704,GO:0072329,GO:1901575	K01895,K01908	02E9D|2.39533939947e-205|686.555419922	AmP-dependent synthetase and ligase	02E9D@aproNOG,08IQF@bactNOG,172WM@proNOG,COG0365@NOG	1.1999999999999994e-253	833.7	bact	PRPE	proNOG	SAMEA2622837_2510011_6	335992.SAR11_0624	bactNOG[38]	SAMEA2622837_2510011	Bacteria	Proteobacteria	diderm
ACS2	I	GO:0003674,GO:0003824,GO:0006082,GO:0006629,GO:0006631,GO:0008150,GO:0008152,GO:0009056,GO:0009062,GO:0009987,GO:0016042,GO:0016054,GO:0016874,GO:0016877,GO:0016878,GO:0019541,GO:0019543,GO:0019626,GO:0019752,GO:0032787,GO:0043436,GO:0044237,GO:0044238,GO:0044242,GO:0044248,GO:0044255,GO:0044281,GO:0044282,GO:0044710,GO:0044712,GO:0046395,GO:0046459,GO:0071704,GO:0072329,GO:1901575	K01895,K01908	02E9D|0.0|1093.61437988	AmP-dependent synthetase and ligase	02E9D@aproNOG,08IQF@bactNOG,172WM@proNOG,COG0365@NOG	0.0	1319.9	bact	PRPE	proNOG	SAMEA2622837_2214772_2	335992.SAR11_0624	bactNOG[38]	SAMEA2622837_2214772	Bacteria	Proteobacteria	diderm
	S		K06901	05C7N|1.20570260975e-158|532.377746582	Xanthine uracil vitamin C permease	05C7N@bactNOG,0D4B3@chloNOG,COG2252@NOG	3.799999999999999e-119	395.0	bact	PBUG	chloNOG	SAMEA2622837_2096723_19	316274.Haur_4306	bactNOG[38]	SAMEA2622837_2096723	Bacteria	Chloroflexi	monoderm
	S			05CSB|4.44064926779e-69|235.322692871	rhodopsin	01VFD@aproNOG,05CSB@bactNOG,11G9N@NOG,1782J@proNOG	6.999999999999998e-109	354.8	bact		proNOG	SAMEA2622837_1866954_6	439493.PB7211_669	bactNOG[38]	SAMEA2622837_1866954	Bacteria	Proteobacteria	diderm
	C		K11779,K11780	05DF7|0.0|1219.90368652	Catalyzes the radical-mediated transfer of the hydroxybenzyl group from 4-hydroxyphenylpyruvate (HPP) to 5-amino- 6-ribitylamino-2,4(1H,3H)-pyrimidinedione to form 7,8-didemethyl- 8-hydroxy-5-deazariboflavin (FO) (By similarity)	05DF7@bactNOG,0R78W@gproNOG,16TM3@proNOG,COG1060@NOG,COG1920@NOG	0.0	1123.7	bact	COFG	proNOG	SAMEA2622823_939848_25	247634.GPB2148_1664	bactNOG[38]	SAMEA2622823_939848	Bacteria	Proteobacteria	diderm
GF6PTA	M	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005886,GO:0008150,GO:0016020,GO:0040007,GO:0044424,GO:0044464,GO:0071944	K00820	05C46|1.28177322789e-229|767.855407715	Catalyzes the first step in hexosamine metabolism, converting fructose-6P into glucosamine-6P using glutamine as a nitrogen source (By similarity)	01QCC@aproNOG,05C46@bactNOG,16PFR@proNOG,COG0449@NOG	4.399999999999999e-180	596.5	bact	GLMS	proNOG	SAMEA2622822_496487_2	856793.MICA_2394	bactNOG[38]	SAMEA2622822_496487	Bacteria	Proteobacteria	diderm
ACS2	I	GO:0003674,GO:0003824,GO:0006082,GO:0006629,GO:0006631,GO:0008150,GO:0008152,GO:0009056,GO:0009062,GO:0009987,GO:0016042,GO:0016054,GO:0016874,GO:0016877,GO:0016878,GO:0019541,GO:0019543,GO:0019626,GO:0019752,GO:0032787,GO:0043436,GO:0044237,GO:0044238,GO:0044242,GO:0044248,GO:0044255,GO:0044281,GO:0044282,GO:0044710,GO:0044712,GO:0046395,GO:0046459,GO:0071704,GO:0072329,GO:1901575	K01895,K01908	02E9D|5.39948479908e-135|454.144622803	AmP-dependent synthetase and ligase	02E9D@aproNOG,08IQF@bactNOG,172WM@proNOG,COG0365@NOG	2.7999999999999986e-174	571.1	bact	PRPE	proNOG	SAMEA2622822_409924_1	335992.SAR11_0624	bactNOG[38]	SAMEA2622822_409924	Bacteria	Proteobacteria	diderm
FUM	C	GO:0003674,GO:0003824,GO:0004333,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006091,GO:0006099,GO:0008150,GO:0008152,GO:0009060,GO:0009987,GO:0015980,GO:0016829,GO:0016835,GO:0016836,GO:0044237,GO:0044238,GO:0044424,GO:0044464,GO:0044710,GO:0045333,GO:0055114	K01679	05C9Q|1.89873440133e-189|634.644836426	fumarate hydratase class II	01R7V@aproNOG,05C9Q@bactNOG,16PGI@proNOG,COG0114@NOG	2.599999999999999e-197	651.1	bact	FUMC	proNOG	SAMEA2622822_265222_1	439493.PB7211_1418	bactNOG[38]	SAMEA2622822_265222	Bacteria	Proteobacteria	diderm
	L	GO:0003674,GO:0003824,GO:0004518,GO:0004527,GO:0004529,GO:0004536,GO:0006139,GO:0006259,GO:0006310,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008297,GO:0009987,GO:0016787,GO:0016788,GO:0016796,GO:0016895,GO:0034641,GO:0043170,GO:0044237,GO:0044238,GO:0044260,GO:0046483,GO:0071704,GO:0090304,GO:0090305,GO:1901360	K07462	05C2R|5.23353099984e-172|576.751098633	Single-stranded-DNA-specific exonuclease (RecJ)	01QB9@aproNOG,05C2R@bactNOG,16Q5C@proNOG,COG0608@NOG	1.9999999999999995e-138	458.7	bact	RECJ	proNOG	SAMEA2622822_262279_4	163164.WD0312	bactNOG[38]	SAMEA2622822_262279	Bacteria	Proteobacteria	diderm
ACS2	I	GO:0003674,GO:0003824,GO:0006082,GO:0006629,GO:0006631,GO:0008150,GO:0008152,GO:0009056,GO:0009062,GO:0009987,GO:0016042,GO:0016054,GO:0016874,GO:0016877,GO:0016878,GO:0019541,GO:0019543,GO:0019626,GO:0019752,GO:0032787,GO:0043436,GO:0044237,GO:0044238,GO:0044242,GO:0044248,GO:0044255,GO:0044281,GO:0044282,GO:0044710,GO:0044712,GO:0046395,GO:0046459,GO:0071704,GO:0072329,GO:1901575	K01895,K01908	02E9D|0.0|1101.84057617	AmP-dependent synthetase and ligase	02E9D@aproNOG,08IQF@bactNOG,172WM@proNOG,COG0365@NOG	0.0	1328.2	bact	PRPE	proNOG	SAMEA2622822_1932268_8	335992.SAR11_0624	bactNOG[38]	SAMEA2622822_1932268	Bacteria	Proteobacteria	diderm
ACS2	I	GO:0003674,GO:0003824,GO:0006082,GO:0006629,GO:0006631,GO:0008150,GO:0008152,GO:0009056,GO:0009062,GO:0009987,GO:0016042,GO:0016054,GO:0016874,GO:0016877,GO:0016878,GO:0019541,GO:0019543,GO:0019626,GO:0019752,GO:0032787,GO:0043436,GO:0044237,GO:0044238,GO:0044242,GO:0044248,GO:0044255,GO:0044281,GO:0044282,GO:0044710,GO:0044712,GO:0046395,GO:0046459,GO:0071704,GO:0072329,GO:1901575	K01895,K01908	02E9D|8.56758875328e-298|991.955505371	AmP-dependent synthetase and ligase	02E9D@aproNOG,08IQF@bactNOG,172WM@proNOG,COG0365@NOG	0.0	1196.5	bact	PRPE	proNOG	SAMEA2622822_1729720_1	335992.SAR11_0624	bactNOG[38]	SAMEA2622822_1729720	Bacteria	Proteobacteria	diderm
ACS2	I	GO:0003674,GO:0003824,GO:0006082,GO:0006629,GO:0006631,GO:0008150,GO:0008152,GO:0009056,GO:0009062,GO:0009987,GO:0016042,GO:0016054,GO:0016874,GO:0016877,GO:0016878,GO:0019541,GO:0019543,GO:0019626,GO:0019752,GO:0032787,GO:0043436,GO:0044237,GO:0044238,GO:0044242,GO:0044248,GO:0044255,GO:0044281,GO:0044282,GO:0044710,GO:0044712,GO:0046395,GO:0046459,GO:0071704,GO:0072329,GO:1901575	K01895,K01908	02E9D|0.0|1100.91845703	AmP-dependent synthetase and ligase	02E9D@aproNOG,08IQF@bactNOG,172WM@proNOG,COG0365@NOG	0.0	1289.2	bact	PRPE	proNOG	SAMEA2622822_1681618_10	335992.SAR11_0624	bactNOG[38]	SAMEA2622822_1681618	Bacteria	Proteobacteria	diderm
	J	GO:0003674,GO:0003824,GO:0004812,GO:0004817,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006139,GO:0006399,GO:0006412,GO:0006418,GO:0006423,GO:0006520,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016070,GO:0016874,GO:0016875,GO:0016876,GO:0019538,GO:0019752,GO:0034641,GO:0034645,GO:0034660,GO:0040007,GO:0043038,GO:0043039,GO:0043170,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0044710,GO:0046483,GO:0071704,GO:0090304,GO:1901360,GO:1901564,GO:1901576	K01883	05C8N|2.60205636288e-197|661.19720459	cysteinyl-tRNA synthetase	01QBE@aproNOG,05C8N@bactNOG,16PG7@proNOG,COG0215@NOG	1.6999999999999995e-171	568.2	bact	CYSS	proNOG	SAMEA2622822_1630672_7	856793.MICA_155	bactNOG[38]	SAMEA2622822_1630672	Bacteria	Proteobacteria	diderm
ACS2	I	GO:0003674,GO:0003824,GO:0006082,GO:0006629,GO:0006631,GO:0008150,GO:0008152,GO:0009056,GO:0009062,GO:0009987,GO:0016042,GO:0016054,GO:0016874,GO:0016877,GO:0016878,GO:0019541,GO:0019543,GO:0019626,GO:0019752,GO:0032787,GO:0043436,GO:0044237,GO:0044238,GO:0044242,GO:0044248,GO:0044255,GO:0044281,GO:0044282,GO:0044710,GO:0044712,GO:0046395,GO:0046459,GO:0071704,GO:0072329,GO:1901575	K01895,K01908	02E9D|1.31806258698e-215|720.449157715	AmP-dependent synthetase and ligase	02E9D@aproNOG,08IQF@bactNOG,172WM@proNOG,COG0365@NOG	2.4999999999999985e-269	885.5	bact	PRPE	proNOG	SAMEA2622822_1061884_1	335992.SAR11_0624	bactNOG[38]	SAMEA2622822_1061884	Bacteria	Proteobacteria	diderm
	S			0J9XK|1.97024470052e-30|107.809707642	Mycoplasma protein of unknown function, DUF285	0DCP8@chloroNOG,0J9XK@euNOG,0XR2M@NOG,1ECTI@virNOG	5.399999999999999e-182	589.0	euk			SAMEA2622821_2987_1	70448.Q01DY0	virNOG[6]	SAMEA2622821_2987	Viridiplantae		Eukaryotes
S2FE2SS,S2FE2SS2,S2FE2ST,S4FE4SR,S4FE4ST	O	GO:0003674,GO:0003824,GO:0004518,GO:0004519,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009987,GO:0016043,GO:0016226,GO:0016787,GO:0016788,GO:0022607,GO:0031163,GO:0034641,GO:0040007,GO:0043170,GO:0044085,GO:0044237,GO:0044238,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0051536,GO:0051539,GO:0051540,GO:0071704,GO:0071840,GO:0090304,GO:0090305,GO:1901360	K07033,K09014	05DIW|3.73241204599e-230|767.407592773	FeS assembly protein SUFB	00BQT@actNOG,05DIW@bactNOG,COG0719@NOG	1.9999999999999988e-223	738.3	bact	SUFB	actNOG	SAMEA2622821_2165_11	525909.Afer_0543	bactNOG[38]	SAMEA2622821_2165	Bacteria	Actinobacteria	monoderm
	F	GO:0000027,GO:0000166,GO:0001882,GO:0001883,GO:0003674,GO:0003824,GO:0003924,GO:0005488,GO:0005525,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006139,GO:0006152,GO:0006163,GO:0006184,GO:0006195,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0006996,GO:0008150,GO:0008152,GO:0009056,GO:0009116,GO:0009117,GO:0009119,GO:0009141,GO:0009143,GO:0009144,GO:0009146,GO:0009150,GO:0009154,GO:0009164,GO:0009166,GO:0009199,GO:0009203,GO:0009205,GO:0009207,GO:0009259,GO:0009261,GO:0009987,GO:0016020,GO:0016043,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0017076,GO:0017111,GO:0019001,GO:0019439,GO:0019637,GO:0019693,GO:0022607,GO:0022613,GO:0022618,GO:0030312,GO:0032549,GO:0032550,GO:0032553,GO:0032555,GO:0032561,GO:0034622,GO:0034641,GO:0034655,GO:0035639,GO:0036094,GO:0040007,GO:0042254,GO:0042255,GO:0042273,GO:0042278,GO:0042454,GO:0043021,GO:0043022,GO:0043167,GO:0043168,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044248,GO:0044270,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0044699,GO:0044710,GO:0044763,GO:0046039,GO:0046128,GO:0046130,GO:0046434,GO:0046483,GO:0046700,GO:0055086,GO:0065003,GO:0070925,GO:0071704,GO:0071826,GO:0071840,GO:0071944,GO:0072521,GO:0072523,GO:0097159,GO:1901068,GO:1901069,GO:1901135,GO:1901136,GO:1901265,GO:1901292,GO:1901360,GO:1901361,GO:1901363,GO:1901564,GO:1901565,GO:1901575,GO:1901657,GO:1901658	K00058,K03977	05DKZ|1.27291059135e-172|579.25994873	GTPase that plays an essential role in the late steps of ribosome biogenesis (By similarity)	05DKZ@bactNOG,0EP10@cloNOG,0ND50@firmNOG,COG1160@NOG	5.199999999999999e-120	397.6	bact	DER	cloNOG;firmNOG	SAMEA2622801_321873_4	246194.CHY_1919	bactNOG[38]	SAMEA2622801_321873	Bacteria		Unclassified_Bact
	S		K06876	05EXX|6.67904943548e-151|506.685791016	Deoxyribodipyrimidine photolyase-related protein	05EXX@bactNOG,09A0H@bctoNOG,0P8EU@flaNOG,COG3046@NOG	2.5999999999999996e-136	449.5	bact	PHOTOLYASE	bctoNOG;flaNOG	SAMEA2622801_2300419_3	313594.PI23P_09975	bactNOG[38]	SAMEA2622801_2300419	Bacteria		Unclassified_Bact
	S			05CSB|9.00498525714e-82|277.059326172	rhodopsin	05CSB@bactNOG,0QX9E@gproNOG,11G9N@NOG,1782J@proNOG	2.799999999999999e-107	349.0	bact		proNOG	SAMEA2622796_146045_1	796620.VIBC2010_06334	bactNOG[38]	SAMEA2622796_146045	Bacteria	Proteobacteria	diderm
	O			KOG1542|1.39790684621e-59|205.99911499	cathepsin	09YR0@biNOG,0V9NX@meNOG,12S9K@opiNOG,COG4870@NOG,KOG1542@euNOG,KOG1543@euNOG	1.1999999999999996e-102	338.2	euk			SAMEA2622766_542323_1	13037.EHJ72185	meNOG[21]	SAMEA2622766_542323	Animals		Eukaryotes
	S			07WG8|3.46736585818e-240|800.932434082	Domain of unknown function (DUF2088)	00GYF@actNOG,07WG8@bactNOG,0Y023@NOG	7.799999999999996e-239	783.9	bact		actNOG	SAMEA2622766_433504_6	525909.Afer_1430	bactNOG[38]	SAMEA2622766_433504	Bacteria	Actinobacteria	monoderm
	O	GO:0003674,GO:0003824,GO:0004175,GO:0004222,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005740,GO:0005758,GO:0005829,GO:0006508,GO:0006518,GO:0006807,GO:0007154,GO:0007165,GO:0007243,GO:0008150,GO:0008152,GO:0008233,GO:0008237,GO:0009987,GO:0016787,GO:0019538,GO:0023052,GO:0031967,GO:0031970,GO:0031974,GO:0031975,GO:0033218,GO:0034641,GO:0035556,GO:0042277,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043603,GO:0044237,GO:0044238,GO:0044422,GO:0044424,GO:0044429,GO:0044444,GO:0044446,GO:0044464,GO:0044699,GO:0044700,GO:0044763,GO:0050789,GO:0050794,GO:0050896,GO:0051716,GO:0065007,GO:0070011,GO:0071704,GO:1901564	K01284,K01392,K01393,K01405,K01414,K13726	KOG2089|4.3939541821e-160|538.718505859	thimet oligopeptidase	0T6E6@kinNOG,COG0339@NOG,KOG2089@euNOG	2.1999999999999994e-121	401.0	euk	NLN		SAMEA2622766_213679_15	435258.XP_001470502.1	euNOG[57]	SAMEA2622766_213679	Eukaryotes		Eukaryotes
