#orf	Prob	Evalue	Pvalue	Score	SS	Cols	Query_HMM	Template_HMM	Identity	Similarity	Sum_probs	Template_Neff	subject_header
SAMEA2621020_1487425_29	98.5	1.6E-10	3.1E-15	103.8	0.0	170	70-245	47-238 (258)	16	0.198	0.0	8.100	4HYJ_A Rhodopsin; Seven-helical transmembrane protein, Proton pump; HET: LFA, RET; 2.3A {Exiguobacterium sibiricum}
SAMEA2619802_1232_8	100.0	9.1E-42	1.7E-46	301.9	0.0	231	30-271	2-235 (235)	56	0.979	0.0	8.300	4JQ6_B Proteorhodopsin; retinylidene protein, ion transport, PROTON; HET: LI1, RET; 2.31A {uncultured bacterium}
SAMEA2623919_2256086_20	98.2	1.9E-09	3.6E-14	98.0	0.0	186	99-325	43-235 (258)	11	0.086	0.0	8.100	4HYJ_A Rhodopsin; Seven-helical transmembrane protein, Proton pump; HET: LFA, RET; 2.3A {Exiguobacterium sibiricum}
SAMEA2622737_90202_6	100.0	3.6E-41	6.9E-46	306.8	0.0	231	73-303	2-232 (235)	55	1.040	0.0	8.300	4JQ6_B Proteorhodopsin; retinylidene protein, ion transport, PROTON; HET: LI1, RET; 2.31A {uncultured bacterium}
SAMEA2621155_1668496_8	100.0	2.7E-42	5.2E-47	300.9	0.0	227	27-254	4-231 (235)	56	1.112	0.0	8.300	4JQ6_B Proteorhodopsin; retinylidene protein, ion transport, PROTON; HET: LI1, RET; 2.31A {uncultured bacterium}
SAMEA2621075_1112764_7	98.5	1.7E-10	3.3E-15	108.8	0.0	195	154-402	43-245 (258)	11	0.144	0.0	8.100	4HYJ_A Rhodopsin; Seven-helical transmembrane protein, Proton pump; HET: LFA, RET; 2.3A {Exiguobacterium sibiricum}
SAMEA2619907_2329181_24	98.4	2.2E-10	4.2E-15	103.3	0.0	183	71-255	45-235 (258)	16	0.195	0.0	8.100	4HYJ_A Rhodopsin; Seven-helical transmembrane protein, Proton pump; HET: LFA, RET; 2.3A {Exiguobacterium sibiricum}
SAMEA2619952_2129272_5	99.9	6.8E-33	1.3E-37	242.0	0.0	208	1-237	1-228 (229)	20	0.337	0.0	8.200	3AM6_B rhodopsin-2; seven trans-membrane, Transport Protein; HET: RET, CLR; 3.2A {Acetabularia acetabulum}
SAMEA2621203_2414717_12	100.0	5.5E-39	1.1E-43	272.3	0.0	207	5-219	14-241 (244)	20	0.279	0.0	8.000	3WT9_A Rhodopsin I; MEMBRANE PROTEIN, RETINAL, WATER CLUSTER; HET: RET, OLC; 1.48A {Acetabularia acetabulum}
SAMEA2623079_4378542_7	100.0	2.7E-43	5.1E-48	294.3	0.0	220	2-225	4-227 (229)	20	0.293	0.0	8.200	3AM6_B rhodopsin-2; seven trans-membrane, Transport Protein; HET: RET, CLR; 3.2A {Acetabularia acetabulum}
SAMEA2623116_3298379_10	100.0	1.8E-46	3.4E-51	334.3	0.0	260	2-264	9-270 (275)	30	0.488	0.0	7.900	5G28_A CHLORIDE PUMPING RHODOPSIN; SIGNALING PROTEIN; HET: RET, OLA; 1.57A {NONLABENS MARINUS S1-08}
SAMEA2621132_1125729_3	100.0	2.3E-44	4.3E-49	305.0	0.0	231	1-231	1-232 (235)	64	1.089	0.0	8.300	4JQ6_B Proteorhodopsin; retinylidene protein, ion transport, PROTON; HET: LI1, RET; 2.31A {uncultured bacterium}
SAMEA2591057_1203658_3	100.0	5.9E-42	1.1E-46	300.6	0.0	229	29-260	3-231 (235)	66	1.117	0.0	8.300	4JQ6_B Proteorhodopsin; retinylidene protein, ion transport, PROTON; HET: LI1, RET; 2.31A {uncultured bacterium}
SAMEA2619782_6070_3	100.0	3E-43	5.8E-48	307.2	0.0	232	27-258	2-233 (235)	54	1.019	0.0	8.300	4JQ6_B Proteorhodopsin; retinylidene protein, ion transport, PROTON; HET: LI1, RET; 2.31A {uncultured bacterium}
SAMEA2622119_600187_5	100.0	3.3E-43	6.3E-48	299.3	0.0	220	2-230	13-242 (244)	22	0.308	0.0	8.000	3WT9_A Rhodopsin I; MEMBRANE PROTEIN, RETINAL, WATER CLUSTER; HET: RET, OLC; 1.48A {Acetabularia acetabulum}
SAMEA2621132_2162483_7	100.0	6.4E-36	1.2E-40	258.6	0.0	200	6-228	7-228 (229)	22	0.286	0.0	8.200	3AM6_B rhodopsin-2; seven trans-membrane, Transport Protein; HET: RET, CLR; 3.2A {Acetabularia acetabulum}
SAMEA2591108_1517065_1	95.6	0.00058	1.1E-08	61.7	0.0	81	288-368	75-162 (258)	10	0.022	0.0	8.100	4HYJ_A Rhodopsin; Seven-helical transmembrane protein, Proton pump; HET: LFA, RET; 2.3A {Exiguobacterium sibiricum}
SAMEA2621423_1559714_12	100.0	1.7E-39	3.4E-44	280.5	0.0	219	12-240	3-224 (235)	42	0.849	0.0	8.300	4JQ6_B Proteorhodopsin; retinylidene protein, ion transport, PROTON; HET: LI1, RET; 2.31A {uncultured bacterium}
SAMEA2620230_818011_5	100.0	1.3E-42	2.6E-47	293.4	0.0	224	5-228	3-228 (235)	57	1.020	0.0	8.300	4JQ6_B Proteorhodopsin; retinylidene protein, ion transport, PROTON; HET: LI1, RET; 2.31A {uncultured bacterium}
SAMEA2620413_1059347_23	100.0	7.7E-51	1.5E-55	377.2	0.0	272	21-294	3-274 (275)	35	0.636	0.0	7.900	5G28_A CHLORIDE PUMPING RHODOPSIN; SIGNALING PROTEIN; HET: RET, OLA; 1.57A {NONLABENS MARINUS S1-08}
SAMEA2622173_1663572_2	100.0	1.7E-36	3.2E-41	267.9	0.0	216	8-229	25-278 (291)	16	0.243	0.0	7.200	5B0W_B Halorhodopsin; seven trans-membrane helices, retinylidene protein; HET: RET, L3P, 22B, BNG; 1.7A {Natronomonas pharaonis DSM 2160}
SAMEA2620979_262029_1	100.0	5.7E-43	1.1E-47	304.8	0.0	230	20-250	3-233 (243)	70	1.281	0.0	7.800	2L6X_A Green-light absorbing proteorhodopsin; proteorhodopsin, membrane protein structure, cell-free; HET: RET; NMR {uncultured marine gamma proteobacterium EBAC31A08}
SAMEA2620081_1978164_5	100.0	1.3E-43	2.4E-48	315.7	0.0	232	28-270	5-239 (244)	20	0.274	0.0	8.000	3WT9_A Rhodopsin I; MEMBRANE PROTEIN, RETINAL, WATER CLUSTER; HET: RET, OLC; 1.48A {Acetabularia acetabulum}
SAMEA2621203_2414665_8	100.0	6.8E-41	1.3E-45	283.4	0.0	221	2-222	3-230 (235)	48	0.960	0.0	8.300	4JQ6_B Proteorhodopsin; retinylidene protein, ion transport, PROTON; HET: LI1, RET; 2.31A {uncultured bacterium}
SAMEA2620039_3431_3	98.6	6.4E-11	1.2E-15	106.1	0.0	192	60-251	45-247 (258)	11	0.121	0.0	8.100	4HYJ_A Rhodopsin; Seven-helical transmembrane protein, Proton pump; HET: LFA, RET; 2.3A {Exiguobacterium sibiricum}
SAMEA2619531_1915020_8	100.0	3.1E-41	5.9E-46	290.3	0.0	227	9-244	3-230 (235)	44	0.818	0.0	8.300	4JQ6_B Proteorhodopsin; retinylidene protein, ion transport, PROTON; HET: LI1, RET; 2.31A {uncultured bacterium}
SAMEA2619376_17652_4	100.0	5.5E-42	1.1E-46	296.0	0.0	226	6-246	3-229 (235)	43	0.835	0.0	8.300	4JQ6_B Proteorhodopsin; retinylidene protein, ion transport, PROTON; HET: LI1, RET; 2.31A {uncultured bacterium}
SAMEA2620979_35783_3	99.9	9.4E-32	1.8E-36	252.8	0.0	232	34-305	8-275 (288)	15	0.219	0.0	7.600	4XTL_A KR2; ion pump, membrane protein; HET: LYR, GOL, LFA; 1.45A {Dokdonia eikasta}
SAMEA2622822_409924_2	100.0	1.1E-42	2.2E-47	305.0	0.0	230	18-253	3-242 (244)	16	0.227	0.0	8.000	3WT9_A Rhodopsin I; MEMBRANE PROTEIN, RETINAL, WATER CLUSTER; HET: RET, OLC; 1.48A {Acetabularia acetabulum}
SAMEA2622842_579105_39	100.0	5E-35	9.6E-40	257.7	0.0	204	2-235	16-242 (244)	19	0.278	0.0	8.000	3WT9_A Rhodopsin I; MEMBRANE PROTEIN, RETINAL, WATER CLUSTER; HET: RET, OLC; 1.48A {Acetabularia acetabulum}
SAMEA2620404_627449_3	100.0	7.3E-38	1.4E-42	275.7	0.0	206	29-245	15-236 (244)	22	0.313	0.0	8.000	3WT9_A Rhodopsin I; MEMBRANE PROTEIN, RETINAL, WATER CLUSTER; HET: RET, OLC; 1.48A {Acetabularia acetabulum}
SAMEA2620194_1019720_10	100.0	2.8E-38	5.4E-43	274.1	0.0	209	13-229	13-241 (244)	22	0.300	0.0	8.000	3WT9_A Rhodopsin I; MEMBRANE PROTEIN, RETINAL, WATER CLUSTER; HET: RET, OLC; 1.48A {Acetabularia acetabulum}
SAMEA2621101_2045660_6	100.0	4.5E-42	8.6E-47	301.2	0.0	232	25-257	2-233 (235)	44	0.955	0.0	8.300	4JQ6_B Proteorhodopsin; retinylidene protein, ion transport, PROTON; HET: LI1, RET; 2.31A {uncultured bacterium}
SAMEA2622696_970089_10	100.0	1.4E-43	2.7E-48	299.1	0.0	218	4-225	3-222 (247)	33	0.581	0.0	7.900	2KSY_A Sensory rhodopsin II; membrane proteins, NMR spectroscopy, receptors; HET: RET; NMR {Natronomonas pharaonis}
SAMEA2619840_2011766_7	100.0	9.9E-43	1.9E-47	292.1	0.0	222	2-225	9-230 (235)	64	1.126	0.0	8.300	4JQ6_B Proteorhodopsin; retinylidene protein, ion transport, PROTON; HET: LI1, RET; 2.31A {uncultured bacterium}
SAMEA2622219_4428129_8	98.3	8.3E-10	1.6E-14	101.0	0.0	183	132-363	45-236 (258)	14	0.165	0.0	8.100	4HYJ_A Rhodopsin; Seven-helical transmembrane protein, Proton pump; HET: LFA, RET; 2.3A {Exiguobacterium sibiricum}
SAMEA2623079_1763600_7	100.0	3.3E-42	6.4E-47	292.0	0.0	227	7-237	2-229 (235)	19	0.291	0.0	8.200	2M3G_C Bacteriorhodopsin; Solid state NMR, Anabaena Sensory; HET: RET; NMR {Nostoc sp. PCC 7120}
SAMEA2620259_1871660_2	100.0	1.6E-36	3.1E-41	258.4	0.0	199	17-221	5-221 (227)	18	0.296	0.0	8.200	1S51_A bacteriorhodopsin; membrane protein  bacteriorhodopsin, PROTON; HET: RET; 2.0A {Halobacterium salinarum} SCOP: f.13.1.1
SAMEA2621839_2332429_3	100.0	1.1E-40	2.2E-45	288.3	0.0	228	13-251	3-233 (235)	40	0.768	0.0	8.300	4JQ6_B Proteorhodopsin; retinylidene protein, ion transport, PROTON; HET: LI1, RET; 2.31A {uncultured bacterium}
SAMEA2621045_2007876_7	100.0	3.9E-42	7.5E-47	300.7	0.0	231	25-255	2-232 (235)	58	1.121	0.0	8.300	4JQ6_B Proteorhodopsin; retinylidene protein, ion transport, PROTON; HET: LI1, RET; 2.31A {uncultured bacterium}
SAMEA2620979_119526_3	99.9	2.5E-30	4.7E-35	219.3	0.0	188	6-205	7-222 (227)	22	0.261	0.0	8.200	1S51_A bacteriorhodopsin; membrane protein  bacteriorhodopsin, PROTON; HET: RET; 2.0A {Halobacterium salinarum} SCOP: f.13.1.1
SAMEA2621839_2047363_5	100.0	6.1E-34	1.2E-38	259.2	0.0	205	2-226	63-290 (333)	15	0.107	0.0	6.400	3UG9_A Archaeal-type opsin 1, Archaeal-type opsin; microbialrhodopsin, seven-transmembrane, light-gated cation channel; HET: RET, OLA; 2.3A {Chlamydomonas reinhardtii}
SAMEA2622478_3296880_7	100.0	2.3E-42	4.4E-47	295.6	0.0	227	7-236	5-232 (235)	58	1.109	0.0	8.300	4JQ6_B Proteorhodopsin; retinylidene protein, ion transport, PROTON; HET: LI1, RET; 2.31A {uncultured bacterium}
SAMEA2620734_353559_7	100.0	2.5E-42	4.8E-47	303.2	0.0	227	34-261	3-229 (235)	70	1.198	0.0	8.300	4JQ6_B Proteorhodopsin; retinylidene protein, ion transport, PROTON; HET: LI1, RET; 2.31A {uncultured bacterium}
SAMEA2620929_2023546_4	100.0	3.1E-39	5.9E-44	293.8	0.0	234	15-254	1-269 (291)	17	0.283	0.0	7.200	5B0W_B Halorhodopsin; seven trans-membrane helices, retinylidene protein; HET: RET, L3P, 22B, BNG; 1.7A {Natronomonas pharaonis DSM 2160}
SAMEA2623275_815365_6	99.9	3.4E-31	6.6E-36	228.0	0.0	202	5-221	9-229 (235)	21	0.373	0.0	8.300	4JQ6_B Proteorhodopsin; retinylidene protein, ion transport, PROTON; HET: LI1, RET; 2.31A {uncultured bacterium}
SAMEA2619879_770754_10	98.5	1.9E-10	3.6E-15	104.7	0.0	182	86-273	45-235 (258)	16	0.227	0.0	8.100	4HYJ_A Rhodopsin; Seven-helical transmembrane protein, Proton pump; HET: LFA, RET; 2.3A {Exiguobacterium sibiricum}
SAMEA2620970_236937_2	100.0	5.6E-34	1.1E-38	247.1	0.0	199	3-223	1-221 (247)	18	0.185	0.0	7.900	2KSY_A Sensory rhodopsin II; membrane proteins, NMR spectroscopy, receptors; HET: RET; NMR {Natronomonas pharaonis}
SAMEA2621812_1161027_3	100.0	1.2E-39	2.3E-44	280.4	0.0	219	19-241	2-226 (235)	16	0.251	0.0	8.200	2M3G_C Bacteriorhodopsin; Solid state NMR, Anabaena Sensory; HET: RET; NMR {Nostoc sp. PCC 7120}
SAMEA2620894_5152_5	95.8	0.00035	6.6E-09	63.3	0.0	155	171-327	38-200 (258)	10	0.109	0.0	8.100	4HYJ_A Rhodopsin; Seven-helical transmembrane protein, Proton pump; HET: LFA, RET; 2.3A {Exiguobacterium sibiricum}
SAMEA2591074_483174_23	100.0	2.4E-43	4.5E-48	297.7	0.0	225	2-226	4-230 (235)	59	1.045	0.0	8.300	4JQ6_B Proteorhodopsin; retinylidene protein, ion transport, PROTON; HET: LI1, RET; 2.31A {uncultured bacterium}
SAMEA2619907_2888032_4	100.0	1.3E-43	2.5E-48	301.9	0.0	231	1-237	1-233 (235)	50	0.949	0.0	8.300	4JQ6_B Proteorhodopsin; retinylidene protein, ion transport, PROTON; HET: LI1, RET; 2.31A {uncultured bacterium}
SAMEA2622822_1681618_9	100.0	4.2E-42	8.1E-47	299.6	0.0	229	27-256	4-233 (235)	58	1.136	0.0	8.300	4JQ6_B Proteorhodopsin; retinylidene protein, ion transport, PROTON; HET: LI1, RET; 2.31A {uncultured bacterium}
SAMEA2619548_507768_1	100.0	7E-43	1.3E-47	305.6	0.0	230	27-256	4-233 (235)	60	1.144	0.0	8.300	4JQ6_B Proteorhodopsin; retinylidene protein, ion transport, PROTON; HET: LI1, RET; 2.31A {uncultured bacterium}
SAMEA2622822_2047507_2_17	100.0	9.8E-43	1.9E-47	295.5	0.0	227	1-233	1-229 (235)	55	0.999	0.0	8.300	4JQ6_B Proteorhodopsin; retinylidene protein, ion transport, PROTON; HET: LI1, RET; 2.31A {uncultured bacterium}
SAMEA2622452_487207_4	100.0	6.7E-41	1.3E-45	295.8	0.0	224	37-267	4-228 (235)	57	1.060	0.0	8.300	4JQ6_B Proteorhodopsin; retinylidene protein, ion transport, PROTON; HET: LI1, RET; 2.31A {uncultured bacterium}
SAMEA2622219_1705877_5	99.9	7.8E-33	1.5E-37	253.0	0.0	198	8-231	67-290 (333)	15	0.209	0.0	6.400	3UG9_A Archaeal-type opsin 1, Archaeal-type opsin; microbialrhodopsin, seven-transmembrane, light-gated cation channel; HET: RET, OLA; 2.3A {Chlamydomonas reinhardtii}
SAMEA2622695_1239205_8	100.0	1.8E-42	3.4E-47	295.1	0.0	229	1-235	1-231 (235)	51	0.946	0.0	8.300	4JQ6_B Proteorhodopsin; retinylidene protein, ion transport, PROTON; HET: LI1, RET; 2.31A {uncultured bacterium}
SAMEA2620570_292808_2	100.0	5.6E-44	1.1E-48	300.2	0.0	221	1-225	1-226 (235)	16	0.255	0.0	8.200	2M3G_C Bacteriorhodopsin; Solid state NMR, Anabaena Sensory; HET: RET; NMR {Nostoc sp. PCC 7120}
SAMEA2620995_1049625_3	100.0	6.5E-44	1.2E-48	303.2	0.0	233	1-233	1-233 (235)	44	0.914	0.0	8.300	4JQ6_B Proteorhodopsin; retinylidene protein, ion transport, PROTON; HET: LI1, RET; 2.31A {uncultured bacterium}
SAMEA2622219_31349_4	98.4	2.6E-10	5.1E-15	102.9	0.0	184	75-259	45-236 (258)	11	0.105	0.0	8.100	4HYJ_A Rhodopsin; Seven-helical transmembrane protein, Proton pump; HET: LFA, RET; 2.3A {Exiguobacterium sibiricum}
SAMEA2619927_1129017_7	100.0	2.5E-35	4.8E-40	271.4	0.0	207	22-242	52-283 (333)	14	0.156	0.0	6.400	3UG9_A Archaeal-type opsin 1, Archaeal-type opsin; microbialrhodopsin, seven-transmembrane, light-gated cation channel; HET: RET, OLA; 2.3A {Chlamydomonas reinhardtii}
SAMEA2623059_634052_4	100.0	1.4E-43	2.6E-48	299.7	0.0	228	1-229	1-229 (235)	50	0.960	0.0	8.300	4JQ6_B Proteorhodopsin; retinylidene protein, ion transport, PROTON; HET: LI1, RET; 2.31A {uncultured bacterium}
SAMEA2621221_410743_6	98.4	4.5E-10	8.7E-15	102.5	0.0	183	99-286	43-235 (258)	10	0.127	0.0	8.100	4HYJ_A Rhodopsin; Seven-helical transmembrane protein, Proton pump; HET: LFA, RET; 2.3A {Exiguobacterium sibiricum}
SAMEA2620979_507926_7	98.4	2.4E-10	4.6E-15	103.5	0.0	195	109-327	43-241 (258)	14	0.168	0.0	8.100	4HYJ_A Rhodopsin; Seven-helical transmembrane protein, Proton pump; HET: LFA, RET; 2.3A {Exiguobacterium sibiricum}
SAMEA2620666_81_27	100.0	5.3E-51	1E-55	372.9	0.0	274	8-283	2-275 (275)	40	0.650	0.0	7.900	5G28_A CHLORIDE PUMPING RHODOPSIN; SIGNALING PROTEIN; HET: RET, OLA; 1.57A {NONLABENS MARINUS S1-08}
SAMEA2620666_18746_4	100.0	7.7E-51	1.5E-55	377.2	0.0	272	21-294	3-274 (275)	35	0.636	0.0	7.900	5FJG_A CHLORIDE PUMPING RHODOPSIN; TRANSPORT PROTEIN; HET: OLA, ANR; 2.0A {NONLABENS MARINUS S1-08}
SAMEA2619952_1850203_9	100.0	1.5E-40	2.9E-45	288.5	0.0	217	12-241	11-236 (244)	19	0.223	0.0	8.000	3WT9_A Rhodopsin I; MEMBRANE PROTEIN, RETINAL, WATER CLUSTER; HET: RET, OLC; 1.48A {Acetabularia acetabulum}
SAMEA2621277_2055901_5	100.0	8.9E-43	1.7E-47	305.1	0.0	231	26-257	3-234 (235)	58	1.111	0.0	8.300	4JQ6_B Proteorhodopsin; retinylidene protein, ion transport, PROTON; HET: LI1, RET; 2.31A {uncultured bacterium}
SAMEA2622173_2107630_5	100.0	6.4E-37	1.2E-41	280.3	0.0	220	49-275	14-261 (275)	19	0.229	0.0	7.900	5FJG_A CHLORIDE PUMPING RHODOPSIN; TRANSPORT PROTEIN; HET: OLA, ANR; 2.0A {NONLABENS MARINUS S1-08}
SAMEA2620979_1481628_40	98.3	9.6E-10	1.9E-14	99.7	0.0	187	129-358	43-236 (258)	13	0.142	0.0	8.100	4HYJ_A Rhodopsin; Seven-helical transmembrane protein, Proton pump; HET: LFA, RET; 2.3A {Exiguobacterium sibiricum}
SAMEA2620404_1200772_4	100.0	3.4E-34	6.5E-39	241.8	0.0	172	23-199	41-236 (244)	25	0.382	0.0	8.000	3WT9_A Rhodopsin I; MEMBRANE PROTEIN, RETINAL, WATER CLUSTER; HET: RET, OLC; 1.48A {Acetabularia acetabulum}
SAMEA2591108_1846850_31	100.0	1.8E-41	3.5E-46	294.6	0.0	224	13-249	3-229 (235)	41	0.736	0.0	8.300	4JQ6_B Proteorhodopsin; retinylidene protein, ion transport, PROTON; HET: LI1, RET; 2.31A {uncultured bacterium}
SAMEA2621020_1983640_11	100.0	7.1E-43	1.4E-47	297.0	0.0	227	1-233	1-229 (235)	53	0.966	0.0	8.300	4JQ6_B Proteorhodopsin; retinylidene protein, ion transport, PROTON; HET: LI1, RET; 2.31A {uncultured bacterium}
SAMEA2591108_1115264_1	100.0	3.1E-42	6E-47	301.5	0.0	231	25-256	2-233 (235)	60	1.109	0.0	8.300	4JQ6_B Proteorhodopsin; retinylidene protein, ion transport, PROTON; HET: LI1, RET; 2.31A {uncultured bacterium}
SAMEA2619376_2425_2	100.0	3.5E-44	6.7E-49	314.8	0.0	232	8-240	20-276 (288)	28	0.462	0.0	7.600	4XTN_A KR2; ion pump, membrane protein; HET: LFA, MPG, LYR, NA; 2.2A {Dokdonia eikasta}
SAMEA2620991_0_139	100.0	9.6E-46	1.9E-50	330.0	0.0	257	3-264	4-269 (273)	59	1.002	0.0	7.700	3DDL_A Xanthorhodopsin; rhodopsin, carotenoid, ion pump, light-harvesting; HET: SXN, UNL, PCW, RET, PX4; 1.9A {Salinibacter ruber}
SAMEA2621509_758605_2	100.0	1.7E-40	3.3E-45	288.3	0.0	226	22-251	3-230 (235)	45	0.842	0.0	8.300	4JQ6_B Proteorhodopsin; retinylidene protein, ion transport, PROTON; HET: LI1, RET; 2.31A {uncultured bacterium}
SAMEA2619840_2181644_15	100.0	3.5E-34	6.7E-39	247.7	0.0	205	5-228	2-228 (235)	18	0.241	0.0	8.200	2M3G_C Bacteriorhodopsin; Solid state NMR, Anabaena Sensory; HET: RET; NMR {Nostoc sp. PCC 7120}
SAMEA2623135_1045247_4	100.0	6.3E-42	1.2E-46	299.6	0.0	226	23-261	4-229 (235)	63	1.048	0.0	8.300	4JQ6_B Proteorhodopsin; retinylidene protein, ion transport, PROTON; HET: LI1, RET; 2.31A {uncultured bacterium}
SAMEA2620217_79258_1	100.0	6.6E-44	1.3E-48	312.3	0.0	230	7-237	20-274 (288)	27	0.467	0.0	7.600	4XTN_A KR2; ion pump, membrane protein; HET: LFA, MPG, LYR, NA; 2.2A {Dokdonia eikasta}
SAMEA2622219_2540856_5	96.2	0.00013	2.5E-09	65.5	0.0	142	171-320	38-200 (258)	11	0.178	0.0	8.100	4HYJ_A Rhodopsin; Seven-helical transmembrane protein, Proton pump; HET: LFA, RET; 2.3A {Exiguobacterium sibiricum}
SAMEA2623116_2140131_11	100.0	1.6E-43	3.2E-48	297.4	0.0	223	4-231	1-225 (235)	16	0.246	0.0	8.200	2M3G_C Bacteriorhodopsin; Solid state NMR, Anabaena Sensory; HET: RET; NMR {Nostoc sp. PCC 7120}
SAMEA2622316_2540784_15	100.0	3.1E-40	5.9E-45	286.0	0.0	225	9-256	4-228 (229)	22	0.290	0.0	8.200	3AM6_B rhodopsin-2; seven trans-membrane, Transport Protein; HET: RET, CLR; 3.2A {Acetabularia acetabulum}
SAMEA2622219_2274403_8	98.4	3.8E-10	7.3E-15	101.7	0.0	182	75-257	45-234 (258)	10	0.083	0.0	8.100	4HYJ_A Rhodopsin; Seven-helical transmembrane protein, Proton pump; HET: LFA, RET; 2.3A {Exiguobacterium sibiricum}
SAMEA2622219_4114147_5	100.0	2.5E-34	4.8E-39	245.3	0.0	196	10-210	6-218 (235)	17	0.176	0.0	8.200	2M3G_C Bacteriorhodopsin; Solid state NMR, Anabaena Sensory; HET: RET; NMR {Nostoc sp. PCC 7120}
SAMEA2622452_1837411_16	100.0	2E-43	3.9E-48	300.7	0.0	227	8-237	6-233 (235)	57	1.105	0.0	8.300	4JQ6_B Proteorhodopsin; retinylidene protein, ion transport, PROTON; HET: LI1, RET; 2.31A {uncultured bacterium}
SAMEA2622173_82207_25	100.0	1.6E-41	3.1E-46	295.5	0.0	229	9-253	14-242 (244)	19	0.250	0.0	8.000	3WT9_A Rhodopsin I; MEMBRANE PROTEIN, RETINAL, WATER CLUSTER; HET: RET, OLC; 1.48A {Acetabularia acetabulum}
SAMEA2619879_1223599_3	98.5	1.1E-10	2.1E-15	108.5	0.0	203	115-367	43-256 (258)	13	0.174	0.0	8.100	4HYJ_A Rhodopsin; Seven-helical transmembrane protein, Proton pump; HET: LFA, RET; 2.3A {Exiguobacterium sibiricum}
SAMEA2622837_2096723_10	98.4	2.5E-10	4.7E-15	104.2	0.0	183	101-285	45-235 (258)	17	0.211	0.0	8.100	4HYJ_A Rhodopsin; Seven-helical transmembrane protein, Proton pump; HET: LFA, RET; 2.3A {Exiguobacterium sibiricum}
SAMEA2619376_15765_8	100.0	3.1E-40	6E-45	286.8	0.0	221	22-254	3-229 (235)	40	0.773	0.0	8.300	4JQ6_B Proteorhodopsin; retinylidene protein, ion transport, PROTON; HET: LI1, RET; 2.31A {uncultured bacterium}
SAMEA2621221_653827_8	98.3	9.9E-10	1.9E-14	103.7	0.0	191	197-452	45-244 (258)	17	0.215	0.0	8.100	4HYJ_A Rhodopsin; Seven-helical transmembrane protein, Proton pump; HET: LFA, RET; 2.3A {Exiguobacterium sibiricum}
SAMEA2623808_1740844_1	100.0	1.4E-41	2.7E-46	300.2	0.0	226	31-264	4-233 (235)	55	0.986	0.0	8.300	4JQ6_B Proteorhodopsin; retinylidene protein, ion transport, PROTON; HET: LI1, RET; 2.31A {uncultured bacterium}
SAMEA2619907_1284327_6	98.4	2.2E-10	4.2E-15	103.3	0.0	183	71-255	45-235 (258)	16	0.152	0.0	8.100	4HYJ_A Rhodopsin; Seven-helical transmembrane protein, Proton pump; HET: LFA, RET; 2.3A {Exiguobacterium sibiricum}
SAMEA2620734_1657085_4	99.9	9.2E-33	1.8E-37	236.8	0.0	199	5-221	1-226 (227)	21	0.253	0.0	8.200	1S51_A bacteriorhodopsin; membrane protein  bacteriorhodopsin, PROTON; HET: RET; 2.0A {Halobacterium salinarum} SCOP: f.13.1.1
SAMEA2619376_968_12	99.9	7.8E-31	1.5E-35	229.3	0.0	204	7-232	12-232 (235)	21	0.363	0.0	8.300	4JQ6_B Proteorhodopsin; retinylidene protein, ion transport, PROTON; HET: LI1, RET; 2.31A {uncultured bacterium}
SAMEA2620217_2824148_4	100.0	2.8E-43	5.3E-48	297.1	0.0	229	1-229	1-230 (235)	65	1.080	0.0	8.300	4JQ6_B Proteorhodopsin; retinylidene protein, ion transport, PROTON; HET: LI1, RET; 2.31A {uncultured bacterium}
SAMEA2621551_160655_2	100.0	1.4E-40	2.6E-45	287.2	0.0	227	12-243	3-232 (235)	43	0.814	0.0	8.300	4JQ6_B Proteorhodopsin; retinylidene protein, ion transport, PROTON; HET: LI1, RET; 2.31A {uncultured bacterium}
SAMEA2621487_920817_5	98.4	5.2E-10	9.9E-15	101.1	0.0	179	101-293	45-235 (258)	15	0.261	0.0	8.100	4HYJ_A Rhodopsin; Seven-helical transmembrane protein, Proton pump; HET: LFA, RET; 2.3A {Exiguobacterium sibiricum}
SAMEA2620230_2286053_1	100.0	9.4E-37	1.8E-41	262.7	0.0	213	8-228	9-241 (244)	23	0.303	0.0	8.000	3WT9_A Rhodopsin I; MEMBRANE PROTEIN, RETINAL, WATER CLUSTER; HET: RET, OLC; 1.48A {Acetabularia acetabulum}
SAMEA2621839_1510144_1	99.9	4.5E-33	8.7E-38	241.4	0.0	203	7-229	2-226 (235)	16	0.193	0.0	8.200	2M3G_C Bacteriorhodopsin; Solid state NMR, Anabaena Sensory; HET: RET; NMR {Nostoc sp. PCC 7120}
SAMEA2621536_804487_3	100.0	8.6E-42	1.7E-46	294.2	0.0	230	7-245	3-233 (235)	45	0.815	0.0	8.300	4JQ6_B Proteorhodopsin; retinylidene protein, ion transport, PROTON; HET: LI1, RET; 2.31A {uncultured bacterium}
SAMEA2622715_805315_15	100.0	1.6E-37	3.1E-42	293.5	0.0	225	124-362	2-241 (244)	20	0.312	0.0	8.000	3WT9_A Rhodopsin I; MEMBRANE PROTEIN, RETINAL, WATER CLUSTER; HET: RET, OLC; 1.48A {Acetabularia acetabulum}
