orf	rhod_classification	tara	contig
SAMEA2620078_932_9	type_1	VIR	SAMEA2620078_932
SAMEA2622841_7188_6	type_1	VIR	SAMEA2622841_7188
SAMEA2620894_2001_5	type_1	VIR	SAMEA2620894_2001
SAMEA2622821_977_25	helio	VIR	SAMEA2622821_977
SAMEA2622656_751785_5	type_1	VIR	SAMEA2622656_751785
SAMEA2622821_2165_2	type_1	VIR	SAMEA2622821_2165
SAMEA2622694_1094_7	helio	VIR	SAMEA2622694_1094
SAMEA2622763_252012_3	type_1	VIR	SAMEA2622763_252012
SAMEA2620879_2909_7	helio	VIR	SAMEA2620879_2909
SAMEA2619888_16029_8	type_1	VIR	SAMEA2619888_16029
SAMEA2619974_26253_4	type_1	VIR	SAMEA2619974_26253
SAMEA2619974_1564_24	helio	VIR	SAMEA2619974_1564
SAMEA2620836_5793_4	Unclassified	VIR	SAMEA2620836_5793
SAMEA2620812_6_315	helio	VIR	SAMEA2620812_6
SAMEA2622763_8595_22	type_1	VIR	SAMEA2622763_8595
SAMEA2622821_1035_9	Unclassified	VIR	SAMEA2622821_1035
SAMEA2622656_667556_7	type_1	VIR	SAMEA2622656_667556
SAMEA2622821_5867_5	Unclassified	VIR	SAMEA2622821_5867
SAMEA2620004_2216_4	helio	VIR	SAMEA2620004_2216
SAMEA2622821_36_64	helio	VIR	SAMEA2622821_36
SAMEA2622841_845_19	helio	VIR	SAMEA2622841_845
SAMEA2622694_8297_3	helio	VIR	SAMEA2622694_8297
SAMEA2622694_8297_2	helio	VIR	SAMEA2622694_8297
SAMEA2622694_5837_6	helio	VIR	SAMEA2622694_5837
SAMEA2622656_757758_3	helio	VIR	SAMEA2622656_757758
SAMEA2622841_4175_5	Unclassified	VIR	SAMEA2622841_4175
SAMEA2622841_4175_6	helio	VIR	SAMEA2622841_4175
SAMEA2620991_0_139	type_1	VIR	SAMEA2620991_0
SAMEA2620413_398524_5	helio	VIR	SAMEA2620413_398524
SAMEA2619888_2657_1	type_1	VIR	SAMEA2619888_2657
SAMEA2620879_18208_4	type_1	VIR	SAMEA2620879_18208
SAMEA2620861_993414_2	helio	VIR	SAMEA2620861_993414
SAMEA2620210_22238_3	type_1	VIR	SAMEA2620210_22238
SAMEA2622694_5455_7	Unclassified	VIR	SAMEA2622694_5455
SAMEA2622821_4750_5	helio	VIR	SAMEA2622821_4750
SAMEA2622821_301_9	type_1	VIR	SAMEA2622821_301
SAMEA2620413_1059347_23	type_1	VIR	SAMEA2620413_1059347
SAMEA2619888_1894_14	type_1	VIR	SAMEA2619888_1894
SAMEA2622656_676960_6	helio	VIR	SAMEA2622656_676960
SAMEA2620413_22449_15	helio	VIR	SAMEA2620413_22449
SAMEA2622841_5411_5	helio	VIR	SAMEA2622841_5411
SAMEA2619974_711_11	type_1	VIR	SAMEA2619974_711
SAMEA2622694_1624_11	helio	VIR	SAMEA2622694_1624
SAMEA2620106_1_85	type_1	VIR	SAMEA2620106_1
SAMEA2622821_2863_3	helio	VIR	SAMEA2622821_2863
SAMEA2620894_2057_7_split_2	helio	VIR	SAMEA2620894_2057
SAMEA2622656_202829_4	Unclassified	VIR	SAMEA2622656_202829
SAMEA2620894_5152_5	helio	VIR	SAMEA2620894_5152
SAMEA2622821_6471_3	Unclassified	VIR	SAMEA2622821_6471
SAMEA2620065_1362_10	type_1	VIR	SAMEA2620065_1362
SAMEA2622821_5116_8	Unclassified	VIR	SAMEA2622821_5116
SAMEA2622331_12694_2	helio	VIR	SAMEA2622331_12694
SAMEA2620106_8589_6	type_1	VIR	SAMEA2620106_8589
SAMEA2622821_2987_7	type_1	VIR	SAMEA2622821_2987
SAMEA2620273_15753_4	type_1	VIR	SAMEA2620273_15753
SAMEA2622799_7571_2	Unclassified	VIR	SAMEA2622799_7571
SAMEA2622821_373_21	type_1	VIR	SAMEA2622821_373
SAMEA2620039_3431_3	helio	VIR	SAMEA2620039_3431
SAMEA2620413_456717_22	helio	VIR	SAMEA2620413_456717
